document_id,title,revision,status,document_class,path,active_state,owner,depends_on
UDQ-UI-SPEC-000,UI Navigation and Shell Behavior Specification,r0,WIP,ui-detail-spec,docs/archive/UDQ-UI-SPEC-000__UI_Navigation_and_Shell_Behavior_Specification__r0__WIP.md,archive,UniversalDAQ,UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-PROF-SPEC-001
UDQ-UI-SPEC-001,Workspace and Page Specifications,r2,WIP,ui-detail-spec,docs/active/UDQ-UI-SPEC-001__Workspace_and_Page_Specifications__r2__WIP.md,active,UniversalDAQ,UDQ-UI-ARCH-001 | UDQ-UI-SPEC-000 | UDQ-UI-SPEC-006 | UDQ-DEV-SPEC-001 | UDQ-SIG-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-LOG-SPEC-001 | UDQ-SEQ-SPEC-001 | UDQ-DIAG-SPEC-001 | UDQ-HIS-SPEC-001
UDQ-UI-SPEC-002,Widget Status and Visual Language Specification,r2,WIP,ui-detail-spec,docs/active/UDQ-UI-SPEC-002__Widget_Status_and_Visual_Language_Specification__r2__WIP.md,active,UniversalDAQ,UDQ-UI-NAR-001 | UDQ-UI-MOD-001 | UDQ-EVT-SPEC-001 | UDQ-DIAG-SPEC-001 | UDQ-SEC-SPEC-001 | UDQ-UI-SPEC-006
UDQ-UI-SPEC-003,Control Authoring Visual and Structured Roundtrip Specification,r1,WIP,ui-detail-spec,docs/active/UDQ-UI-SPEC-003__Control_Authoring_Visual_and_Structured_Roundtrip_Specification__r1__WIP.md,active,UniversalDAQ,UDQ-LOG-SPEC-001 | UDQ-SIG-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-UI-SPEC-001 | UDQ-UI-SPEC-006
UDQ-UI-SPEC-004,Graphing History Review and Live Trace Specification,r4,WIP,ui-detail-spec,docs/active/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r4__WIP.md,active,UniversalDAQ,UDQ-HIS-SPEC-001 | UDQ-EVT-SPEC-001 | UDQ-UI-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-GOV-GLO-001 | UDQ-GOV-STD-002 | UDQ-UI-MOD-001 | UDQ-SIG-SPEC-001 | UDQ-PERF-SPEC-001 | UDQ-PROF-SPEC-001
UDQ-UI-SPEC-004,Graphing History Review and Live Trace Specification,r0,WIP,ui-detail-spec,docs/archive/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r0__WIP.md,archive,UniversalDAQ,UDQ-HIS-SPEC-001 | UDQ-EVT-SPEC-001 | UDQ-UI-SPEC-001 | UDQ-OUT-SPEC-001
UDQ-UI-SPEC-004,Graphing History Review and Live Trace Specification,r1,WIP,ui-detail-spec,docs/archive/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r1__WIP.md,archive,UniversalDAQ,UDQ-HIS-SPEC-001 | UDQ-EVT-SPEC-001 | UDQ-UI-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-GOV-GLO-001 | UDQ-GOV-STD-002 | UDQ-UI-MOD-001
UDQ-UI-SPEC-005,Remote UI Surface Specification,r1,WIP,ui-detail-spec,docs/active/UDQ-UI-SPEC-005__Remote_UI_Surface_Specification__r1__WIP.md,active,UniversalDAQ,UDQ-REM-SPEC-001 | UDQ-SEC-SPEC-001 | UDQ-UI-SPEC-001 | UDQ-UI-SPEC-002 | UDQ-UI-SPEC-006
UDQ-UI-SPEC-006,Logic Designer Workspace and Control Authoring Model,r1,WIP,ui-detail-spec,docs/active/UDQ-UI-SPEC-006__Logic_Designer_Workspace_and_Control_Authoring_Model__r1__WIP.md,active,UniversalDAQ,UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-SIG-SPEC-001 | UDQ-LOG-SPEC-001 | UDQ-SEQ-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-LIFECYCLE-SPEC-001
UDQ-ROADMAP-SPEC-001,Completed Product Roadmap and Sprint Sequence,r0,ACTIVE,governance_sop,docs/active/UDQ-ROADMAP-SPEC-001__Completed_Product_Roadmap_and_Sprint_Sequence__r0__ACTIVE.md,active,UniversalDAQ,UDQ-IMP-PLAN-001 | UDQ-GAP-RPT-001 | UDQ-QUAL-DEF-001
UDQ-SPRINT-SOP-001,Sprint Planning Execution and Closeout Process,r0,ACTIVE,governance_sop,docs/active/UDQ-SPRINT-SOP-001__Sprint_Planning_Execution_and_Closeout_Process__r0__ACTIVE.md,active,UniversalDAQ,UDQ-GOV-SOP-001 | UDQ-PROOF-TPL-001 | UDQ-ROADMAP-SPEC-001
